,Builder,Furnishing,Bathroom,TenantPrefered,Availability,Area_sqft,Floor,PropertyFacing,Rent,NearBy,Link,Location,House Size
631,Prestige Misty Waters,Semi-Furnished,2,Bachelors/Family,Immediately,820,12 out of 23,East Facing Property,41000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",2 BHK
632,Sobha HRC Pristine,Semi-Furnished,3,Bachelors/Family,Immediately,1400,17 out of 20,East Facing Property,67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Jakkur, Bangalore",3 BHK
633,Embassy Lake Terraces,Semi-Furnished,5,Bachelors/Family,Immediately,4637,14 out of 21,Not Available,229999.99999999997,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",4 BHK
634,Prestige Falcon City,Semi-Furnished,5,Bachelors,Immediately,1800,15 out of 32,Not Available,75000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Kanakapura Road,",3 BHK
635,Brigade Caladium,Semi-Furnished,4,Family,Immediately,4310,13 out of 18,East Facing Property,190000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",4 BHK
636,Brigade Caladium,Furnished,4,Bachelors,Immediately,3400,9 out of 14,East Facing Property,180000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",4 BHK
637,Not Available,Semi-Furnished,2,Family,Immediately,1150,1 out of 3,East Facing Property,29998.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Btm Layout,",2 BHK
638,Sobha Iris,Semi-Furnished,3,Bachelors/Family,Immediately,1334,3 out of 18,Not Available,67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Sarjapur Road,",3 BHK
639,Mahaveer Amaze,Semi-Furnished,3,Bachelors,Immediately,1850,5 out of 5,Not Available,35000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Kadugodi, Bangalore",3 BHK
640,Sobha Indraprastha,Furnished,3,Bachelors/Family,Immediately,1800,16 out of 37,"Near to World Trade Center, Lulu Mall and Kempegowda Railway Station",130000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Rajajinagar, Bangalore",3 BHK
641,Not Available,Furnished,3,Family,Immediately,1200,4 out of 5,Not Available,75000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Richards Town,",3 BHK
642,Renaissance Temple Bells,Semi-Furnished,2,Bachelors/Family,Immediately,1000,5 out of 9,Not Available,40000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,1st Block,2 BHK
643,Prestige Finsbury Park,Semi-Furnished,2,Bachelors/Family,Immediately,639,8 out of 20,East Facing Property,25000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,Bagalur Main,2 BHK
644,Karle Zenith,Semi-Furnished,4,Bachelors/Family,Immediately,2100,14 out of 34,East Facing Property,78000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",3 BHK
645,Prestige Falcon City,Semi-Furnished,3,Bachelors/Family,Immediately,1600,29 out of 32,Not Available,53000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Kanakapura Road,",3 BHK
646, L&T Raintree Boulevard,Unfurnished,2,Bachelors/Family,Immediately,1300,11 out of 14,Not Available,45000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",3 BHK
647,syeds sarinity,Furnished,3,Bachelors,Immediately,2200,2 out of 6,East Facing Property,130000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Richmond Town,",3 BHK
648,Brigade Caladium,Semi-Furnished,3,Bachelors/Family,Immediately,3200,14 out of 20,Not Available,140000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",3 BHK
649,Ahana,Furnished,3,Bachelors/Family,Immediately,4500,4 out of 5,Not Available,450000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,Defence Colony,3 BHK
650,Not Available,Semi-Furnished,4,Bachelors,Immediately,1445,4 out of 30,East Facing Property,48000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Anchepalya, Bangalore",4 BHK
651,Janapriya Greenwood,Semi-Furnished,3,Bachelors/Family,Immediately,983,2 out of 3,Not Available,17000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Somashetti Halli,",3 BHK
652,Elita Promenade,Semi-Furnished,3,Family,Immediately,1400,8 out of 19,Not Available,60000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,Phase 7,3 BHK
653,Gopalan Atlantis,Semi-Furnished,3,Bachelors/Family,Immediately,1250,11 out of 11,Not Available,50000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Ecc Road,",3 BHK
654,Prestige Lakeside Habitat,Furnished,2,Family,Immediately,1175,15 out of 23,Not Available,45000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Whitefield, Bangalore",2 BHK
655,Prestige Park View,Semi-Furnished,3,Bachelors/Family,Immediately,1471,4 out of 19,Not Available,80000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Whitefield, Bangalore",3 BHK
656,Not Available,Semi-Furnished,4,Bachelors/Family,Immediately,5600,Upper Basement out of 19,Not Available,400000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Whitefield, Bangalore",4 BHK
657,Shri Diya Viola,Semi-Furnished,2,Family,Immediately,950,1 out of 4,Not Available,24000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Kada Agrahara,",2 BHK
658,Not Available,Semi-Furnished,5,Bachelors/Family,Immediately,3000,1 out of 5,Not Available,280000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,Hanumanthappa Layout,4 BHK
659,MV Periwinkle,Semi-Furnished,3,Bachelors/Family,Immediately,1600,2 out of 4,Not Available,40000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Rachenahalli, Thanisandra,",3 BHK
660,Godrej Woodsman Estate,Semi-Furnished,3,Bachelors/Family,Immediately,1632,6 out of 16,Not Available,56000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",3 BHK
661,Prestige Misty Waters,Semi-Furnished,2,Bachelors/Family,Immediately,820,12 out of 23,East Facing Property,41000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",2 BHK
662,Sobha HRC Pristine,Semi-Furnished,3,Bachelors/Family,Immediately,1400,17 out of 20,East Facing Property,67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Jakkur, Bangalore",3 BHK
663,Embassy Lake Terraces,Semi-Furnished,5,Bachelors/Family,Immediately,4637,14 out of 21,Not Available,229999.99999999997,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",4 BHK
664,Prestige Falcon City,Semi-Furnished,5,Bachelors,Immediately,1800,15 out of 32,Not Available,75000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Kanakapura Road,",3 BHK
665,Brigade Caladium,Semi-Furnished,4,Family,Immediately,4310,13 out of 18,East Facing Property,190000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",4 BHK
666,Brigade Caladium,Furnished,4,Bachelors,Immediately,3400,9 out of 14,East Facing Property,180000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",4 BHK
667,Not Available,Semi-Furnished,2,Family,Immediately,1150,1 out of 3,East Facing Property,29998.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Btm Layout,",2 BHK
668,Sobha Iris,Semi-Furnished,3,Bachelors/Family,Immediately,1334,3 out of 18,Not Available,67000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Sarjapur Road,",3 BHK
669,Mahaveer Amaze,Semi-Furnished,3,Bachelors,Immediately,1850,5 out of 5,Not Available,35000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Kadugodi, Bangalore",3 BHK
670,Sobha Indraprastha,Furnished,3,Bachelors/Family,Immediately,1800,16 out of 37,"Near to World Trade Center, Lulu Mall and Kempegowda Railway Station",130000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Rajajinagar, Bangalore",3 BHK
671,Not Available,Furnished,3,Family,Immediately,1200,4 out of 5,Not Available,75000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Richards Town,",3 BHK
672,Renaissance Temple Bells,Semi-Furnished,2,Bachelors/Family,Immediately,1000,5 out of 9,Not Available,40000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,1st Block,2 BHK
673,Prestige Finsbury Park,Semi-Furnished,2,Bachelors/Family,Immediately,639,8 out of 20,East Facing Property,25000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,Bagalur Main,2 BHK
674,Karle Zenith,Semi-Furnished,4,Bachelors/Family,Immediately,2100,14 out of 34,East Facing Property,78000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",3 BHK
675,Prestige Falcon City,Semi-Furnished,3,Bachelors/Family,Immediately,1600,29 out of 32,Not Available,53000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Kanakapura Road,",3 BHK
676, L&T Raintree Boulevard,Unfurnished,2,Bachelors/Family,Immediately,1300,11 out of 14,Not Available,45000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",3 BHK
677,syeds sarinity,Furnished,3,Bachelors,Immediately,2200,2 out of 6,East Facing Property,130000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Richmond Town,",3 BHK
678,Brigade Caladium,Semi-Furnished,3,Bachelors/Family,Immediately,3200,14 out of 20,Not Available,140000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,"Hebbal, Bangalore",3 BHK
679,Ahana,Furnished,3,Bachelors/Family,Immediately,4500,4 out of 5,Not Available,450000.0,"1.9 Km from Kirloskar Tech Park, 0.1 Km from Upcoming Blue Line: Kr Puram ? Hebbal ? Kial Terminals, 0.2 Km from Rajiv Gandhi Institute of Technology Bangalore",https://www.magicbricks.com/propertyDetails/3-BHK-1632-Sq-ft-Multistorey-Apartment-FOR-Rent-Hebbal-in-Bangalore&id=4d423730373936323735,Defence Colony,3 BHK
